City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Bataipora,BR,2022-03-24 12:59:14,-22.2953,-53.2711,87.51,49,4,11.23
294,Muzhi,RU,2022-03-24 12:59:14,65.3667,64.6667,19.26,80,100,7.78
295,The Valley,AI,2022-03-24 12:59:14,18.217,-63.0578,79.11,78,40,16.11
296,Teya,RU,2022-03-24 12:59:15,60.3778,92.6267,15.01,96,100,1.86
297,Saint-Leu,RE,2022-03-24 12:59:15,-21.15,55.2833,83.23,83,34,6.22
298,Itarema,BR,2022-03-24 12:59:15,-2.9248,-39.9167,82.44,75,87,9.19
299,Henties Bay,NA,2022-03-24 12:51:25,-22.116,14.2845,66.94,85,25,11.03
300,Rawson,AR,2022-03-24 12:59:16,-43.3002,-65.1023,55.76,49,0,6.78
301,Ylojarvi,FI,2022-03-24 12:59:16,61.5563,23.5961,46.62,66,75,4.61
302,Kaka,TM,2022-03-24 12:59:16,37.3482,59.6143,57.54,43,100,17.74
303,Diego De Almagro,CL,2022-03-24 12:59:17,-26.3667,-70.05,66.22,39,0,1.36
304,Cavalcante,BR,2022-03-24 12:59:17,-13.7975,-47.4583,78.39,61,0,7.43
305,Arkhangelskoye,RU,2022-03-24 12:59:17,55.8549,35.3287,34.41,91,100,4.94
306,Bom Jesus,BR,2022-03-24 12:59:18,-9.0744,-44.3586,85.66,54,80,7.67
307,Olinda,BR,2022-03-24 12:59:18,-8.0089,-34.8553,78.53,94,75,3.44
308,Hereford,GB,2022-03-24 12:59:18,52.0568,-2.7148,65.17,49,0,4.23
309,Brigantine,US,2022-03-24 12:57:58,39.4101,-74.3646,61.03,100,100,4.61
310,Tornio,FI,2022-03-24 12:59:19,65.8481,24.1466,37.42,62,0,5.57
311,Calama,CL,2022-03-24 12:59:19,-22.4667,-68.9333,63.72,16,0,4.97
312,Liverpool,GB,2022-03-24 12:59:19,53.4106,-2.9779,66.0,47,0,4.61
313,Jeronimo Monteiro,BR,2022-03-24 12:59:20,-20.7894,-41.395,81.28,64,1,0.56
314,Atar,MR,2022-03-24 12:59:20,20.5169,-13.0499,82.45,24,0,11.5
315,Dole,FR,2022-03-24 12:59:20,47.0833,5.5,66.49,45,0,4.61
316,Sohbatpur,PK,2022-03-24 12:59:21,28.5202,68.5434,95.88,6,0,6.87
317,Velyka Pysarivka,UA,2022-03-24 12:59:21,50.4259,35.485,53.62,47,8,13.69
318,Waynesboro,US,2022-03-24 12:59:21,38.0685,-78.8895,55.15,100,100,0.0
319,Marrakesh,MA,2022-03-24 12:57:33,31.6315,-8.0083,57.27,58,75,10.36
320,Nouadhibou,MR,2022-03-24 12:59:22,20.931,-17.0347,73.38,43,0,24.16
321,Verkh-Chebula,RU,2022-03-24 12:59:22,56.0308,87.6218,25.27,90,100,9.46
322,West Bay,KY,2022-03-24 12:59:22,19.3667,-81.4167,80.67,80,20,6.91
323,Kruisfontein,ZA,2022-03-24 13:00:24,-34.0033,24.7314,73.89,58,27,19.17
324,Danielskuil,ZA,2022-03-24 13:00:25,-28.1887,23.5395,75.31,30,0,18.63
325,Beroroha,MG,2022-03-24 13:00:25,-21.6667,45.1667,85.03,60,98,5.3
326,Pujili,EC,2022-03-24 13:00:26,-0.95,-78.6833,55.27,86,100,5.41
327,Najran,SA,2022-03-24 13:00:32,17.4924,44.1277,92.55,8,6,8.57
328,Changji,CN,2022-03-24 13:00:33,44.0167,87.3167,41.79,45,0,2.24
329,Goya,AR,2022-03-24 13:00:33,-29.14,-59.2626,62.8,84,86,12.39
330,Iskateley,RU,2022-03-24 13:00:33,67.6803,53.1512,19.18,88,100,8.97
331,Kathmandu,NP,2022-03-24 12:57:25,27.7167,85.3167,64.62,68,75,9.22
332,Luanda,AO,2022-03-24 12:57:56,-8.8368,13.2343,86.0,74,40,10.36
333,Igrim,RU,2022-03-24 13:00:34,63.1906,64.4162,21.56,85,100,5.86
334,Rock Sound,BS,2022-03-24 12:59:55,24.9,-76.2,76.37,81,0,21.65
335,Columbus,US,2022-03-24 13:00:27,39.9612,-82.9988,47.7,80,100,1.99
336,Bandarbeyla,SO,2022-03-24 13:00:34,9.4942,50.8122,80.04,70,49,12.59
337,Calarasi,MD,2022-03-24 13:00:35,47.2544,28.3081,58.41,29,0,20.76
338,Farafangana,MG,2022-03-24 13:00:36,-22.8167,47.8333,80.47,74,24,6.42
339,Konevo,RU,2022-03-24 13:00:36,62.1215,39.3192,35.06,98,100,10.94
340,Andra,RU,2022-03-24 13:00:37,62.5147,65.8878,20.64,87,100,3.94
341,Balkhash,KZ,2022-03-24 13:00:37,46.844,74.9804,35.58,57,0,10.87
342,Soyo,AO,2022-03-24 13:00:38,-6.1349,12.3689,87.1,65,32,10.71
343,Kisoro,UG,2022-03-24 13:00:39,-1.2854,29.685,70.03,63,95,2.93
344,Grindavik,IS,2022-03-24 13:00:39,63.8424,-22.4338,41.47,93,75,16.11
345,Margate,GB,2022-03-24 13:00:39,51.3813,1.3862,65.1,79,0,1.01
346,Itupiranga,BR,2022-03-24 13:00:40,-5.1347,-49.3267,79.07,84,100,3.11
347,Gonbad-E Qabus,IR,2022-03-24 13:00:40,37.25,55.1672,60.91,48,100,5.7
348,Halifax,CA,2022-03-24 12:57:57,44.6453,-63.5724,37.53,63,75,5.75
349,Ardalstangen,NO,2022-03-24 13:00:41,61.2371,7.6983,46.89,100,100,4.97
350,Kudahuvadhoo,MV,2022-03-24 13:00:42,2.6708,72.8944,83.82,66,1,13.04
351,Moissac,FR,2022-03-24 13:00:43,44.1024,1.0945,62.47,52,100,12.53
352,Zhezkazgan,KZ,2022-03-24 13:00:44,47.8043,67.7144,35.58,75,0,15.66
353,Rafai,CF,2022-03-24 13:00:44,4.95,23.9167,97.23,26,94,1.92
354,Chik,RU,2022-03-24 13:00:44,54.9928,82.4311,26.35,92,100,4.47
355,Ancud,CL,2022-03-24 13:00:45,-41.8697,-73.8203,52.23,75,4,2.68
356,Atbasar,KZ,2022-03-24 13:00:45,51.8,68.3333,31.05,86,100,11.59
357,Presidencia Roque Saenz Pena,AR,2022-03-24 13:00:46,-26.7852,-60.4388,68.92,94,100,12.77
358,Rafaela,AR,2022-03-24 13:00:46,-31.2503,-61.4867,57.97,44,100,5.99
359,Muscat,OM,2022-03-24 12:56:37,23.6139,58.5922,86.95,36,2,6.69
360,Chapais,CA,2022-03-24 13:00:46,49.7834,-74.8492,26.38,91,100,14.88
361,Gangapur,IN,2022-03-24 12:57:10,26.4833,76.7167,91.92,11,6,11.16
362,Guarapari,BR,2022-03-24 13:00:47,-20.6667,-40.4975,76.89,64,14,4.56
363,Nizwa,OM,2022-03-24 13:00:47,22.9333,57.5333,93.6,7,6,3.11
364,Hammerfest,NO,2022-03-24 13:00:48,70.6634,23.6821,28.85,80,75,13.8
365,Bonavista,CA,2022-03-24 13:00:48,48.6499,-53.1147,29.61,90,100,34.9
366,Humaita,BR,2022-03-24 13:00:49,-7.5061,-63.0208,77.76,90,100,3.09
367,Nunoa,PE,2022-03-24 13:00:50,-14.48,-70.6411,47.37,69,68,1.03
368,Uige,AO,2022-03-24 13:00:50,-7.6087,15.0613,85.37,54,65,4.5
369,Saint-Augustin,CA,2022-03-24 13:01:51,51.226,-58.6502,21.97,81,6,13.71
370,Kintampo,GH,2022-03-24 13:01:51,8.0563,-1.7306,103.64,25,83,2.33
371,Leh,IN,2022-03-24 13:01:51,34.1667,77.5833,29.5,72,99,4.23
372,Salaga,GH,2022-03-24 13:01:52,8.5508,-0.5188,101.46,29,98,5.7
373,Aksu,CN,2022-03-24 13:01:52,41.1231,80.2644,50.68,51,14,15.5
374,Masalli,KR,2022-03-24 13:01:52,34.7959,126.6553,47.26,65,95,4.61
375,Surgana,IN,2022-03-24 13:01:53,20.5667,73.6167,91.22,13,40,10.13
376,Constantine,DZ,2022-03-24 13:01:35,36.365,6.6147,63.81,42,40,6.91
377,Charyshskoye,RU,2022-03-24 13:01:53,51.3978,83.5598,26.73,78,100,18.77
378,Darnah,LY,2022-03-24 13:01:54,32.767,22.6367,56.89,50,6,25.57
379,Dourbali,TD,2022-03-24 13:01:54,11.8091,15.8632,103.42,8,100,14.25
380,Eyl,SO,2022-03-24 13:01:54,7.9803,49.8164,82.58,68,6,15.88
381,Esfarayen,IR,2022-03-24 13:01:55,37.0765,57.5101,63.05,31,100,6.53
382,Jaciara,BR,2022-03-24 13:01:55,-15.9653,-54.9683,80.6,75,100,6.46
383,Verkhniy Avzyan,RU,2022-03-24 13:01:55,53.5289,57.5372,32.94,92,100,7.34
384,Abha,SA,2022-03-24 13:01:56,18.2164,42.5053,69.6,37,95,10.27
385,Bosaso,SO,2022-03-24 13:01:56,11.2842,49.1816,81.77,70,8,8.37
386,Vallenar,CL,2022-03-24 13:01:56,-28.5708,-70.7581,69.82,50,0,3.42
387,Dabakala,CI,2022-03-24 13:01:57,8.3667,-4.4333,98.98,32,6,6.13
388,Bonthe,SL,2022-03-24 13:01:57,7.5264,-12.505,87.58,64,52,12.01
389,Carutapera,BR,2022-03-24 13:01:57,-1.195,-46.02,80.13,85,100,4.38
390,Morant Bay,JM,2022-03-24 13:01:58,17.8815,-76.4093,81.72,80,35,14.27
391,Adilabad,IN,2022-03-24 13:01:58,19.6667,78.5333,95.74,18,57,1.54
392,Peniche,PT,2022-03-24 13:01:58,39.3558,-9.3811,60.12,76,100,12.53
393,Ndende,GA,2022-03-24 13:01:58,-2.4008,11.3581,92.79,51,51,1.74
394,Taltal,CL,2022-03-24 13:01:59,-25.4,-70.4833,66.72,70,0,3.42
395,Shelburne,CA,2022-03-24 13:01:59,44.0787,-80.2041,41.59,98,100,15.46
396,Camacha,PT,2022-03-24 13:01:59,33.0833,-16.3333,62.02,72,40,19.57
397,Mugur-Aksy,RU,2022-03-24 13:02:00,50.35,90.5,5.94,88,100,4.79
398,Puerto Leguizamo,CO,2022-03-24 13:02:00,-0.1934,-74.7819,77.76,80,99,2.39
399,Kindu,CD,2022-03-24 13:02:02,-2.95,25.95,94.05,37,12,3.6
400,Safranbolu,TR,2022-03-24 13:02:02,41.2508,32.6942,36.95,89,100,4.76
401,Kassala,SD,2022-03-24 13:02:02,15.451,36.4,98.17,14,96,13.29
402,Umm Kaddadah,SD,2022-03-24 13:02:03,13.6017,26.6876,89.96,8,54,18.19
403,Camocim,BR,2022-03-24 13:02:03,-2.9022,-40.8411,81.03,81,86,7.31
404,Ostersund,SE,2022-03-24 13:02:03,63.1792,14.6357,43.61,81,100,10.36
405,Paamiut,GL,2022-03-24 13:02:03,61.994,-49.6678,14.27,66,0,9.8
406,Atasu,KZ,2022-03-24 13:02:04,48.6814,71.6433,22.51,91,10,9.37
407,Qaqortoq,GL,2022-03-24 13:02:04,60.7167,-46.0333,22.82,62,24,5.01
408,Banda Aceh,ID,2022-03-24 13:02:04,5.5577,95.3222,81.82,79,100,0.94
409,Znamenskoye,RU,2022-03-24 13:02:05,57.1281,73.8282,28.17,87,100,7.14
410,Aswan,EG,2022-03-24 13:02:05,24.0934,32.907,71.82,11,0,16.37
411,Semnan,IR,2022-03-24 13:02:05,35.5729,53.3971,63.91,32,93,4.05
412,Baripada,IN,2022-03-24 13:02:06,21.935,86.7214,84.27,62,32,12.1
413,Tera,NE,2022-03-24 13:02:06,14.0078,0.7531,103.91,6,94,14.99
414,Goure,NE,2022-03-24 13:02:07,13.9835,10.2704,93.02,7,100,15.01
415,San Ramon,US,2022-03-24 13:00:10,37.7799,-121.978,51.71,87,75,1.99
416,Ballina,AU,2022-03-24 13:03:09,-28.8667,153.5667,70.02,99,100,6.08
417,Waddan,LY,2022-03-24 13:03:09,29.1614,16.139,63.36,27,0,5.39
418,Manoel Urbano,BR,2022-03-24 13:03:09,-8.8389,-69.2597,77.52,88,100,2.71
419,Jiblah,YE,2022-03-24 13:03:09,13.9216,44.1467,69.84,61,57,7.05
420,San Onofre,CO,2022-03-24 13:03:10,9.7359,-75.5263,82.76,72,14,6.51
421,Aripuana,BR,2022-03-24 13:03:10,-9.1667,-60.6333,78.93,85,100,2.75
422,Manakara,MG,2022-03-24 13:03:11,-22.1333,48.0167,80.73,72,11,6.44
423,Comodoro Rivadavia,AR,2022-03-24 13:00:00,-45.8667,-67.5,55.26,47,0,18.41
424,Tsumeb,NA,2022-03-24 13:03:11,-19.2333,17.7167,65.89,87,100,3.83
425,Rio Gallegos,AR,2022-03-24 13:03:11,-51.6226,-69.2181,49.12,64,50,20.56
426,Maniitsoq,GL,2022-03-24 13:03:17,65.4167,-52.9,7.72,63,93,3.78
427,Benguela,AO,2022-03-24 13:03:17,-12.5763,13.4055,84.69,71,52,9.66
428,Bud,US,2022-03-24 13:03:17,39.447,-86.1758,43.68,82,85,12.64
429,Abalak,RU,2022-03-24 13:03:18,58.1286,68.5944,23.38,86,96,5.75
430,Los Llanos De Aridane,ES,2022-03-24 13:03:18,28.6585,-17.9182,62.35,78,40,17.27
431,Verkhnyaya Inta,RU,2022-03-24 13:03:19,65.9811,60.3094,19.26,85,100,3.91
432,Svetlyy,RU,2022-03-24 13:03:19,54.675,20.1347,50.05,58,0,10.04
433,Oussouye,SN,2022-03-24 13:03:19,12.485,-16.5469,91.76,22,0,9.6
434,Elektrogorsk,RU,2022-03-24 13:03:19,55.8794,38.7919,38.03,83,100,3.11
435,Vikulovo,RU,2022-03-24 13:03:20,56.8167,70.6107,25.2,82,17,12.44
436,Nazret,ET,2022-03-24 13:03:20,8.55,39.2667,79.84,40,100,13.27
437,Porvoo,FI,2022-03-24 13:03:20,60.3923,25.6651,50.52,64,100,5.61
438,Filingue,NE,2022-03-24 13:03:21,14.3521,3.3168,104.85,9,2,12.82
439,Urozhaynoye,RU,2022-03-24 13:03:21,44.7883,44.9228,41.58,78,100,17.96
440,Winchester,GB,2022-03-24 13:03:21,51.0651,-1.3187,66.69,30,0,3.0
441,Sirnak,TR,2022-03-24 13:03:21,37.5228,42.4594,44.67,71,72,2.51
442,Skelleftea,SE,2022-03-24 13:03:22,64.7507,20.9528,39.0,52,75,14.97
443,Egersund,NO,2022-03-24 13:03:23,58.4513,5.9997,56.93,71,6,4.21
444,Matadi,CD,2022-03-24 13:03:24,-5.8167,13.45,97.99,44,15,0.67
445,Micheweni,TZ,2022-03-24 13:03:24,-4.9667,39.8333,85.91,68,50,7.63
446,Paracuru,BR,2022-03-24 13:03:24,-3.41,-39.0306,82.11,73,100,8.5
447,Bayir,TR,2022-03-24 13:03:25,37.2687,28.2167,54.12,40,10,16.15
448,Batticaloa,LK,2022-03-24 13:03:25,7.7102,81.6924,80.73,79,13,8.93
449,Santiago De Cao,PE,2022-03-24 13:03:25,-7.9589,-79.2392,69.37,87,63,7.29
450,Tacoronte,ES,2022-03-24 13:03:25,28.4769,-16.4102,59.32,79,40,18.41
451,Corrente,BR,2022-03-24 13:03:26,-3.7367,-43.3394,83.3,68,92,4.68
452,Tessalit,ML,2022-03-24 13:03:26,20.1986,1.0114,92.71,7,18,11.74
453,Kalininsk,RU,2022-03-24 13:03:26,51.5,44.4758,34.81,97,68,5.53
454,Mehran,IR,2022-03-24 13:03:27,33.1222,46.1646,70.39,22,0,18.86
455,Chama,CH,2022-03-24 13:03:27,47.1821,8.4636,68.14,30,1,2.3
456,Canavieiras,BR,2022-03-24 13:03:27,-15.675,-38.9472,83.75,62,17,5.12
457,Chipoka,MW,2022-03-24 13:03:28,-13.9933,34.5157,80.37,68,13,3.13
458,Zapolyarnyy,RU,2022-03-24 13:03:28,69.4154,30.8136,25.88,76,94,7.29
459,Iisalmi,FI,2022-03-24 13:03:28,63.5592,27.1907,38.44,75,38,7.05
460,Graaff-Reinet,ZA,2022-03-24 13:03:28,-32.2522,24.5308,78.93,50,12,7.05
461,Dukhovnitskoye,RU,2022-03-24 13:03:29,52.4828,48.2137,33.75,100,100,7.2
462,Adrar,MR,2022-03-24 13:03:29,20.5022,-10.0711,83.17,17,0,9.17
463,Cabrobo,BR,2022-03-24 13:04:30,-8.5142,-39.31,83.86,50,100,12.24
464,Wooster,US,2022-03-24 13:04:31,40.8051,-81.9351,47.28,83,100,10.36
465,Iclanzel,RO,2022-03-24 13:04:31,46.5333,24.2833,68.11,13,0,9.22
466,Wilmington Island,US,2022-03-24 13:04:32,32.0036,-80.9737,64.98,75,100,4.61
467,Atlantic Beach,US,2022-03-24 13:04:32,30.3344,-81.3987,67.08,96,100,9.22
468,Krasnoselkup,RU,2022-03-24 13:04:32,65.7,82.4667,9.3,92,52,7.0
469,Bereda,ES,2022-03-24 13:04:33,43.2686,-7.5406,61.14,66,9,6.24
470,Rio Cuarto,AR,2022-03-24 13:00:29,-33.1307,-64.3499,57.33,35,0,25.79
471,Vredendal,ZA,2022-03-24 13:04:33,-31.6683,18.5012,77.5,53,2,19.24
472,Jizan,SA,2022-03-24 13:00:24,17.3333,42.6667,88.88,51,37,15.26
473,Floro,NO,2022-03-24 13:04:34,61.5996,5.0328,50.97,93,75,5.75
474,Altay,CN,2022-03-24 13:04:34,47.8667,88.1167,19.58,88,100,2.86
475,Birjand,IR,2022-03-24 13:04:34,32.8663,59.2211,77.47,7,20,16.11
476,Mazyr,BY,2022-03-24 13:04:34,52.0495,29.2456,37.33,95,100,16.55
477,Tuymazy,RU,2022-03-24 13:04:35,54.6067,53.7097,34.16,100,100,9.51
478,Moundou,TD,2022-03-24 13:04:35,8.5667,16.0833,105.55,10,76,3.94
479,Ouahigouya,BF,2022-03-24 13:04:36,13.5828,-2.4216,104.61,5,7,10.47
480,Quthing,LS,2022-03-24 13:04:37,-30.4,27.7003,65.97,58,92,14.34
481,Vila Franca Do Campo,PT,2022-03-24 13:04:37,37.7167,-25.4333,63.01,58,32,6.71
482,Porlamar,VE,2022-03-24 13:04:38,10.958,-63.8491,78.42,77,15,15.59
483,Geraldton,AU,2022-03-24 13:04:38,-28.7667,114.6,77.41,61,60,8.05
484,Cuamba,MZ,2022-03-24 13:04:38,-14.8031,36.5372,79.84,74,95,2.08
485,Sesheke,ZM,2022-03-24 13:04:38,-17.4759,24.2968,79.92,57,89,5.39
486,Bardiyah,LY,2022-03-24 13:04:39,31.7561,25.0865,56.52,49,7,24.16
487,Derzhavinsk,KZ,2022-03-24 13:04:39,51.1,66.3167,31.87,86,100,14.29
488,Sokoni,TZ,2022-03-24 13:04:39,-6.4333,39.55,83.97,72,0,10.89
489,Quatre Cocos,MU,2022-03-24 13:04:40,-20.2078,57.7625,84.31,72,87,13.15
490,Gornopravdinsk,RU,2022-03-24 13:04:40,60.05,69.9,22.55,87,100,8.01
491,Buraydah,SA,2022-03-24 13:04:41,26.326,43.975,85.1,9,0,18.75
492,Bartica,GY,2022-03-24 13:04:42,6.4,-58.6167,79.12,98,100,1.74
493,Stokmarknes,NO,2022-03-24 13:04:42,68.5646,14.9108,35.58,51,40,6.91
494,Mankono,CI,2022-03-24 13:04:42,8.0586,-6.1897,97.95,34,40,5.3
495,Tyubuk,RU,2022-03-24 13:04:43,56.0552,60.9405,34.66,88,100,10.2
496,Mao,ES,2022-03-24 13:04:43,39.8885,4.2658,57.76,82,100,17.27
497,Talovaya,RU,2022-03-24 13:04:43,51.1144,40.73,33.17,100,100,6.35
498,Mahibadhoo,MV,2022-03-24 13:02:01,3.7833,72.9667,83.39,65,6,12.28
499,Felanitx,ES,2022-03-24 13:04:44,39.4696,3.1483,60.96,80,84,15.93
500,Severodvinsk,RU,2022-03-24 13:04:44,64.5635,39.8302,30.31,72,8,17.63
501,Catamarca,AR,2022-03-24 13:04:44,-28.4696,-65.7852,59.77,32,7,5.01
502,Ploemeur,FR,2022-03-24 13:04:45,47.7333,-3.4333,64.85,34,0,9.22
503,Mombaca,BR,2022-03-24 13:04:45,-5.7431,-39.6275,83.68,62,74,5.91
504,Barsovo,RU,2022-03-24 13:04:47,61.1667,73.1667,24.93,93,49,5.64
505,Westport,US,2022-03-24 13:04:48,41.1415,-73.3579,45.19,95,100,25.32
506,Didwana,IN,2022-03-24 13:05:48,27.4,74.5667,89.1,10,3,6.4
507,Irtyshskiy,RU,2022-03-24 13:05:49,58.3333,68.1333,22.6,87,99,5.23
508,Pitimbu,BR,2022-03-24 13:05:49,-7.4706,-34.8086,79.39,73,100,9.98
509,Balkanabat,TM,2022-03-24 13:05:49,39.5108,54.3671,57.67,37,100,17.11
510,Niono,ML,2022-03-24 13:05:50,14.2526,-5.993,102.65,5,8,14.25
511,Mazamari,PE,2022-03-24 13:05:50,-11.3258,-74.5308,72.82,97,95,0.74
512,Stornoway,GB,2022-03-24 13:05:50,58.2093,-6.3865,55.36,72,40,12.66
513,Shahrud,IR,2022-03-24 13:05:50,36.4182,54.9763,59.61,31,100,5.77
514,Urumqi,CN,2022-03-24 13:05:51,43.801,87.6005,38.35,45,0,2.24
515,Visnes,NO,2022-03-24 13:05:51,59.3556,5.2242,53.98,66,0,10.36
516,Lamu,KE,2022-03-24 13:05:51,-2.2717,40.902,89.82,70,81,12.71
517,Amapa,BR,2022-03-24 13:05:52,1.0,-52.0,74.84,95,100,3.09
518,Jaleswar,NP,2022-03-24 13:05:52,26.6471,85.8008,85.91,11,0,8.43
519,Merk,HU,2022-03-24 13:05:53,47.7882,22.3804,66.24,29,0,16.69
520,Vardo,NO,2022-03-24 13:05:53,70.3705,31.1107,25.97,50,100,8.19
521,Umea,SE,2022-03-24 13:05:54,63.8284,20.2597,37.33,65,100,11.5
522,Stara Synyava,UA,2022-03-24 13:05:54,49.6032,27.6191,47.41,38,5,18.41
523,Fonte Boa,BR,2022-03-24 13:05:54,-2.4959,-66.2662,77.18,94,99,2.53
524,Mancio Lima,BR,2022-03-24 13:05:51,-7.6142,-72.8958,75.13,96,96,3.96
525,Plouzane,FR,2022-03-24 13:05:55,48.3833,-4.6167,64.58,39,0,10.36
526,Cozumel,MX,2022-03-24 13:05:19,20.5083,-86.9458,77.95,84,5,10.27
527,Cutro,IT,2022-03-24 13:05:55,39.0353,16.9819,63.66,40,0,4.68
528,Navalmoral De La Mata,ES,2022-03-24 13:05:56,39.8916,-5.5406,55.96,76,100,18.07
529,Luis Correia,BR,2022-03-24 13:05:56,-2.8792,-41.6669,86.0,70,40,11.5
530,Vigrestad,NO,2022-03-24 13:05:56,58.5667,5.7,56.8,82,7,3.42
531,Marl,DE,2022-03-24 13:05:57,51.65,7.0833,69.64,33,0,3.0
532,Oriximina,BR,2022-03-24 13:05:00,-1.7656,-55.8661,79.38,84,82,5.06
533,San Alberto,CO,2022-03-24 13:05:57,7.7611,-73.3922,82.62,62,100,3.62
534,Kuliyapitiya,LK,2022-03-24 13:05:58,7.4688,80.0401,83.88,70,87,4.36
535,Gao,ML,2022-03-24 13:05:58,16.6362,1.637,100.08,6,5,13.8
536,Muros,ES,2022-03-24 13:05:58,42.7762,-9.0603,70.09,40,49,5.03
537,Suoyarvi,RU,2022-03-24 13:05:59,62.0833,32.35,36.34,97,100,6.93
538,Mantua,IT,2022-03-24 13:05:59,45.1667,10.7833,71.1,27,0,3.0
539,Ayia Galini,GR,2022-03-24 13:05:59,35.1,24.6833,57.38,46,13,24.0
540,Sivas,TR,2022-03-24 13:06:00,39.7916,37.0019,30.83,69,40,5.75
541,Ratnagiri,IN,2022-03-24 13:06:00,16.9833,73.3,82.69,72,22,5.84
542,Mucurapo,TT,2022-03-24 13:06:00,10.6667,-61.5333,85.12,66,80,12.37
543,Tarpon Springs,US,2022-03-24 13:06:01,28.1461,-82.7568,73.42,94,100,8.05
544,Bollnas,SE,2022-03-24 13:06:01,61.3482,16.3946,54.27,49,94,2.8
545,Abonnema,NG,2022-03-24 13:06:01,4.7084,6.7931,91.36,53,100,5.14
546,Isetskoye,RU,2022-03-24 13:06:02,56.4858,65.3226,26.49,85,6,6.67
547,Rosa Zarate,EC,2022-03-24 13:06:02,0.3333,-79.4667,74.39,95,100,2.89
548,Parati,BR,2022-03-24 13:03:43,-23.2178,-44.7131,86.94,54,8,1.34
549,Mitchellville,US,2022-03-24 13:06:03,38.9251,-76.7428,55.35,97,100,8.05
550,Araouane,ML,2022-03-24 13:06:03,18.9048,-3.5265,97.3,6,70,10.27
551,Esna,EG,2022-03-24 13:06:04,25.2934,32.554,69.87,16,0,17.49
552,Malpe,IN,2022-03-24 13:06:05,13.35,74.7167,83.5,71,92,5.01
553,Uvinza,TZ,2022-03-24 13:07:05,-5.1036,30.3911,78.48,72,62,1.86
554,Tabuk,PH,2022-03-24 13:07:06,17.4189,121.4443,75.69,92,45,2.51
555,Kuminskiy,RU,2022-03-24 13:07:06,58.6667,66.5667,24.67,84,38,4.5
556,Akdepe,TM,2022-03-24 13:07:06,42.0551,59.3788,52.34,26,87,15.21
557,Goderich,CA,2022-03-24 13:03:14,43.7501,-81.7165,44.91,94,100,18.28
558,Garowe,SO,2022-03-24 13:07:07,8.4054,48.4845,95.5,26,7,4.18
559,Cadiz,ES,2022-03-24 13:07:07,36.5,-5.75,53.13,97,100,1.72
560,Havoysund,NO,2022-03-24 13:07:07,70.9963,24.6622,28.63,86,100,23.62
561,Mushie,CD,2022-03-24 13:07:08,-3.0167,16.9,97.05,34,24,4.41
562,Dwarka,IN,2022-03-24 13:07:08,22.2394,68.9678,79.03,67,0,9.6
563,Simdega,IN,2022-03-24 13:07:08,22.6167,84.5167,86.77,10,54,4.18
564,Chimoio,MZ,2022-03-24 13:07:09,-19.1164,33.4833,85.86,58,40,3.44
565,Bah,IN,2022-03-24 13:07:09,26.87,78.5975,92.05,9,3,9.84
566,Linhares,BR,2022-03-24 13:07:09,-19.3911,-40.0722,75.31,84,100,1.83
567,Storforshei,NO,2022-03-24 13:07:10,66.4043,14.5233,42.58,65,40,2.3
568,Rabapatona,HU,2022-03-24 13:07:10,47.6322,17.48,70.2,27,0,12.37
569,Marsa Matruh,EG,2022-03-24 13:07:11,31.3525,27.2453,56.1,50,80,24.94
570,Souris,CA,2022-03-24 13:07:11,49.6172,-100.2612,32.74,80,99,8.79
571,Guaruja,BR,2022-03-24 13:07:12,-23.9931,-46.2564,82.58,60,85,4.7
572,Sao Tome,ST,2022-03-24 13:07:12,0.3365,6.7273,83.48,76,21,5.7
573,Olafsvik,IS,2022-03-24 13:07:12,64.8945,-23.7142,35.64,85,100,14.36
574,Cherdyn,RU,2022-03-24 13:07:12,60.403,56.4787,35.31,81,100,12.84
575,Bayan,CN,2022-03-24 13:05:22,46.0833,127.4,34.95,84,100,8.86
576,Kalmunai,LK,2022-03-24 13:07:13,7.4167,81.8167,80.42,80,7,9.89
